序号,提交答卷时间,所用时间,来源,来源详情,来自IP,1. 这项AI文旅服务容易找到、容易启动，我不需要花费太多时间寻找入口。,2. 第一次使用这项服务时，我很快就学会了基本操作。,3. 这项服务响应及时、运行稳定，很少出现卡顿、掉线或重复操作。,4. 这项服务提供的信息、讲解、识别、推荐或执行结果准确可信。,5. 这项服务与当时的场所、游览流程和我的实际需要相匹配。,6. 这项服务减少了我在游览、参观或住宿中的操作负担，使过程更轻松。,7. 使用过程中，我能自主决定节奏和关注内容，不容易感到困惑或失去控制。,8. 这项服务增强了我对现场空间、展项、故事或目的地的沉浸感。,9. 这项服务使本次体验更有趣，激发了我的好奇心和继续探索的愿望。,10. 这项服务让我与人物、故事、地方或同行者产生了更强的情感联系。,11. 这项服务帮助我理解了具体的历史事件、人物、技艺或文化概念。,12. 这项服务帮助我把零散信息联系到更完整的历史、地域或社会背景中。,13. 体验结束后，我还能回想起至少一个通过这项服务新了解到的具体文化知识点。,14. 这项服务尊重史实和文化语境，能够体现真实的地方特色，没有明显歪曲或过度简化。,15. 体验后，我更愿意继续学习、保护、参与相关文化活动，或向他人介绍这些文化内容。,16. 这项服务提高了我在有限时间内获得有效体验的效率，减少了排队、迷路或无效移动。,17. 这项服务让不同年龄、语言或身体条件的人更容易参与文旅活动。,18. 这项服务增强了我延长停留、参与餐饮/文创/演出等延伸消费或为有价值服务付费的意愿。,19. 如果下次再次到访，我愿意继续使用这项服务，并愿意向亲友推荐它。,20. 总体而言，这项AI文旅服务明显改善了我的体验，并提升了我对该场所文旅服务价值的认可。,21. 如果您觉得这次AI文旅体验不舒适，请具体说明:不舒适发生在什么场景或哪项功能中?主要原因是什么?您出现了哪些身体或心理感受（如眩晕、眼疲劳、头痛、紧张、信息过载、被打扰、缺少真实感、隐私担忧等）?您希望如何改进?【开放题】,tech_empowerment,visitor_experience,cultural_value,economic_social_gain,target_score,raw_q1,raw_q10,raw_q11,raw_q12,raw_q13,raw_q14,raw_q15,raw_q16,raw_q2,raw_q3,raw_q4,raw_q5,raw_q6,raw_q7,raw_q8,raw_q9,raw_q17,raw_q18,raw_q19,raw_q20,valid_items
259,2026/8/7 12:41:36,44秒,微信,,39.64.122.193(山东-济南),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
260,2026/8/7 12:52:28,110秒,微信,,112.224.143.36(山东-济南),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
261,2026/8/7 13:03:56,36秒,微信,,36.48.58.120(吉林-长春),1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,无,20.0,35.0,25.0,20.0,25.75,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,16
262,2026/8/7 13:05:14,44秒,微信,,223.81.142.24(山东-青岛),4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),50.0,20.0,20.0,20.0,27.5,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,16
263,2026/8/7 13:08:21,172秒,微信,,223.81.142.24(山东-青岛),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
264,2026/8/7 13:31:53,23秒,微信,,120.225.231.79(山东-青岛),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
265,2026/8/7 13:34:19,21秒,微信,,119.166.158.133(山东-青岛),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
266,2026/8/7 13:37:29,161秒,微信,,119.166.158.133(山东-青岛),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
267,2026/8/7 13:59:16,120秒,手机提交,直接访问,223.160.165.239(山东-济南),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
268,2026/8/7 14:12:41,29秒,微信,,39.64.122.193(山东-济南),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
269,2026/8/7 14:15:19,423秒,微信,,182.35.66.201(山东-泰安),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
270,2026/8/7 14:37:21,74秒,链接,直接访问,110.87.250.116(福建-三明),3,1,2,3,2,2,1,1,1,3,3,3,2,3,3,1,3,1,3,3,无,45.0,30.0,50.0,45.0,41.75,3,3,3,3,2,3,3,1,1,2,3,2,2,1,1,1,3,1,3,3,16
271,2026/8/7 14:37:41,111秒,链接,直接访问,171.213.226.58(四川-成都),3,4,3,3,3,3,3,5,4,4,5,3,3,3,5,5,3,5,3,3,无,65.0,70.0,80.0,80.0,73.25,3,4,5,3,3,3,5,5,4,3,3,3,3,3,5,4,3,5,3,3,16
272,2026/8/7 14:38:06,100秒,链接,直接访问,120.37.52.80(福建-泉州),4,5,5,5,3,3,5,3,4,4,3,4,3,4,5,5,4,4,3,5,无,95.0,70.0,75.0,85.0,80.5,4,4,3,4,3,4,5,5,5,5,5,3,3,5,3,4,4,4,3,5,16
273,2026/8/7 14:38:14,83秒,链接,直接访问,112.192.188.83(四川-泸州),3,1,3,2,1,3,2,1,2,1,3,3,1,2,3,3,1,3,3,3,无,45.0,35.0,45.0,45.0,42.0,3,1,3,3,1,2,3,3,1,3,2,1,3,2,1,2,1,3,3,3,16
274,2026/8/7 14:38:15,75秒,链接,直接访问,49.87.220.221(江苏-淮安),4,4,5,3,4,5,4,5,3,5,5,5,3,3,5,3,5,5,4,5,无,80.0,90.0,90.0,70.0,83.5,4,5,5,5,3,3,5,3,4,5,3,4,5,4,5,3,5,5,4,5,16
275,2026/8/7 14:38:40,77秒,链接,直接访问,183.7.123.249(广东-汕头),3,3,2,3,3,1,1,3,3,2,3,3,1,3,3,3,2,1,1,3,无,55.0,40.0,55.0,50.0,49.5,3,2,3,3,1,3,3,3,3,2,3,3,1,1,3,3,2,1,1,3,16
276,2026/8/7 14:39:50,81秒,链接,直接访问,112.192.189.144(四川-泸州),1,1,2,2,3,3,2,1,3,1,2,1,2,1,2,1,3,1,1,3,无,30.0,45.0,35.0,30.0,35.75,1,1,2,1,2,1,2,1,1,2,2,3,3,2,1,3,3,1,1,3,16
277,2026/8/7 14:40:07,74秒,链接,直接访问,120.33.45.235(福建-泉州),3,1,1,1,2,1,1,3,1,1,2,2,1,1,2,1,2,2,3,3,无,30.0,35.0,30.0,25.0,30.5,3,1,2,2,1,1,2,1,1,1,1,2,1,1,3,1,2,2,3,3,16
278,2026/8/7 14:40:22,144秒,链接,直接访问,113.76.226.43(广东-珠海),5,3,4,3,3,3,4,3,4,3,4,5,4,3,3,4,5,5,4,5,无,75.0,65.0,80.0,70.0,72.25,5,3,4,5,4,3,3,4,3,4,3,3,3,4,3,4,5,5,4,5,16
279,2026/8/7 14:40:44,111秒,链接,直接访问,119.132.84.13(广东-珠海),1,1,2,2,2,1,3,1,1,3,3,1,3,3,3,2,1,1,2,3,无,30.0,35.0,40.0,55.0,39.0,1,3,3,1,3,3,3,2,1,2,2,2,1,3,1,1,1,1,2,3,16
280,2026/8/7 14:41:25,83秒,手机提交,直接访问,120.33.46.23(福建-泉州),5,5,4,4,3,3,5,3,5,3,3,3,3,5,4,5,4,3,5,4,无,90.0,70.0,70.0,85.0,78.0,5,3,3,3,3,5,4,5,5,4,4,3,3,5,3,5,4,3,5,4,16
281,2026/8/7 14:41:37,133秒,手机提交,直接访问,114.231.77.54(江苏-南通),4,3,4,3,4,3,5,4,3,4,5,3,5,4,3,5,3,3,3,4,无,70.0,80.0,75.0,85.0,77.25,4,4,5,3,5,4,3,5,3,4,3,4,3,5,4,3,3,3,3,4,16
282,2026/8/7 14:42:04,104秒,手机提交,直接访问,49.66.196.36(江苏-无锡),5,4,5,5,5,5,5,4,4,4,4,3,5,3,3,5,4,5,5,3,无,95.0,95.0,75.0,80.0,87.0,5,4,4,3,5,3,3,5,4,5,5,5,5,5,4,4,4,5,5,3,16
283,2026/8/7 14:42:08,120秒,链接,直接访问,171.42.100.214(湖北-孝感),3,1,2,3,2,2,2,1,3,3,2,2,1,1,1,3,2,1,3,3,无,45.0,35.0,50.0,30.0,40.25,3,3,2,2,1,1,1,3,1,2,3,2,2,2,1,3,2,1,3,3,16
284,2026/8/7 14:42:17,105秒,链接,直接访问,175.162.218.221(辽宁-大连),3,2,1,3,3,1,1,2,3,1,1,2,2,3,3,1,3,1,1,3,无,45.0,35.0,35.0,45.0,39.5,3,1,1,2,2,3,3,1,2,1,3,3,1,1,2,3,3,1,1,3,16
285,2026/8/7 14:42:34,103秒,手机提交,直接访问,111.72.193.205(江西-鹰潭),5,4,5,4,4,3,4,3,4,4,4,4,3,3,4,4,4,4,4,4,无,90.0,70.0,80.0,70.0,77.5,5,4,4,4,3,3,4,4,4,5,4,4,3,4,3,4,4,4,4,4,16
286,2026/8/7 14:42:48,118秒,链接,直接访问,117.60.107.162(江苏-扬州),3,1,1,1,2,1,1,2,3,3,1,1,3,2,3,1,3,1,3,2,无,30.0,30.0,40.0,45.0,35.5,3,3,1,1,3,2,3,1,1,1,1,2,1,1,2,3,3,1,3,2,16
287,2026/8/7 14:43:10,114秒,链接,直接访问,220.161.255.76(福建-宁德),2,3,3,1,3,3,1,3,2,3,1,1,2,1,2,1,1,1,3,3,无,45.0,50.0,35.0,30.0,41.0,2,3,1,1,2,1,2,1,3,3,1,3,3,1,3,2,1,1,3,3,16
288,2026/8/7 14:43:36,116秒,手机提交,直接访问,110.87.248.245(福建-三明),4,3,3,5,3,3,5,4,5,5,4,4,4,4,5,4,3,3,3,4,无,75.0,75.0,90.0,85.0,80.75,4,5,4,4,4,4,5,4,3,3,5,3,3,5,4,5,3,3,3,4,16
289,2026/8/7 14:43:48,70秒,链接,直接访问,122.225.132.84(浙江-丽水),3,2,1,2,1,1,3,3,1,1,2,3,1,1,2,2,3,2,2,1,无,40.0,40.0,35.0,30.0,36.75,3,1,2,3,1,1,2,2,2,1,2,1,1,3,3,1,3,2,2,1,16
290,2026/8/7 14:44:14,121秒,链接,直接访问,36.6.148.50(安徽-淮北),3,3,2,3,3,2,2,1,2,3,3,3,1,1,2,2,2,3,1,1,无,55.0,40.0,55.0,30.0,45.5,3,3,3,3,1,1,2,2,3,2,3,3,2,2,1,2,2,3,1,1,16
291,2026/8/7 14:44:29,89秒,微信,,59.60.208.179(福建-三明),5,3,3,3,5,3,4,3,3,4,3,5,3,5,4,4,3,4,5,4,无,70.0,75.0,75.0,80.0,74.75,5,4,3,5,3,5,4,4,3,3,3,5,3,4,3,3,3,4,5,4,16
292,2026/8/7 14:45:05,127秒,链接,直接访问,118.113.244.96(四川-成都),1,2,3,2,1,1,2,1,3,1,1,1,3,1,1,1,1,1,1,1,无,40.0,25.0,30.0,30.0,31.0,1,1,1,1,3,1,1,1,2,3,2,1,1,2,1,3,1,1,1,1,16
293,2026/8/7 14:45:34,102秒,链接,直接访问,180.120.116.62(江苏-南通),2,2,2,2,3,3,2,2,3,3,3,3,3,2,2,3,2,1,2,2,无,40.0,50.0,60.0,50.0,50.0,2,3,3,3,3,2,2,3,2,2,2,3,3,2,2,3,2,1,2,2,16
294,2026/8/7 14:45:41,100秒,链接,直接访问,27.158.124.209(福建-三明),3,2,3,3,1,3,3,2,2,3,2,2,1,3,2,2,3,2,2,2,无,55.0,45.0,45.0,40.0,46.5,3,3,2,2,1,3,2,2,2,3,3,1,3,3,2,2,3,2,2,2,16
295,2026/8/7 14:46:20,129秒,微信,,183.7.111.46(广东-汕头),4,3,3,3,4,5,4,5,3,4,3,3,4,3,3,3,3,3,5,4,无,65.0,90.0,65.0,65.0,72.5,4,4,3,3,4,3,3,3,3,3,3,4,5,4,5,3,3,3,5,4,16
296,2026/8/7 14:46:52,88秒,微信,,114.103.88.235(安徽-池州),5,5,3,4,5,3,5,3,3,4,4,3,5,4,4,5,4,4,5,3,无,85.0,80.0,70.0,90.0,80.75,5,4,4,3,5,4,4,5,5,3,4,5,3,5,3,3,4,4,5,3,16
297,2026/8/7 14:47:42,71秒,微信,,140.250.145.156(山东-济南),3,4,3,4,5,4,4,3,3,4,4,4,5,5,4,3,5,4,5,4,无,70.0,80.0,75.0,85.0,77.25,3,4,4,4,5,5,4,3,4,3,4,5,4,4,3,3,5,4,5,4,16
298,2026/8/7 14:47:44,106秒,微信,,120.41.97.179(福建-厦门),4,4,4,5,3,4,3,5,4,5,5,5,5,4,4,3,4,5,5,3,无,85.0,75.0,95.0,80.0,83.5,4,5,5,5,5,4,4,3,4,4,5,3,4,3,5,4,4,5,5,3,16
299,2026/8/7 14:47:59,109秒,链接,直接访问,218.74.81.169(浙江-丽水),3,1,2,2,1,2,2,1,3,1,1,3,1,1,2,2,2,1,2,2,无,40.0,30.0,40.0,30.0,35.0,3,1,1,3,1,1,2,2,1,2,2,1,2,2,1,3,2,1,2,2,16
300,2026/8/7 14:48:04,112秒,微信,,171.42.100.192(湖北-孝感),5,3,4,3,5,5,4,5,5,3,5,4,4,4,4,5,3,5,5,4,无,75.0,95.0,85.0,85.0,85.5,5,3,5,4,4,4,4,5,3,4,3,5,5,4,5,5,3,5,5,4,16
301,2026/8/7 14:48:46,110秒,链接,直接访问,119.132.30.151(广东-珠海),2,2,3,3,1,1,3,1,1,2,3,3,3,1,2,2,1,1,2,2,无,50.0,30.0,45.0,40.0,40.75,2,2,3,3,3,1,2,2,2,3,3,1,1,3,1,1,1,1,2,2,16
302,2026/8/7 14:49:13,109秒,链接,直接访问,220.187.170.244(浙江-绍兴),2,2,3,1,3,3,3,2,3,3,3,2,1,3,2,1,3,2,2,2,无,40.0,55.0,55.0,35.0,47.25,2,3,3,2,1,3,2,1,2,3,1,3,3,3,2,3,3,2,2,2,16
303,2026/8/7 14:49:16,105秒,微信,,121.207.54.235(福建-泉州),5,4,4,5,4,5,4,5,4,4,4,5,4,4,5,3,5,5,4,4,无,90.0,90.0,85.0,80.0,86.75,5,4,4,5,4,4,5,3,4,4,5,4,5,4,5,4,5,5,4,4,16
304,2026/8/7 14:49:33,107秒,链接,直接访问,27.152.127.232(福建-厦门),1,3,3,1,3,1,2,2,3,2,1,3,1,3,3,2,2,3,1,2,无,40.0,40.0,45.0,45.0,42.25,1,2,1,3,1,3,3,2,3,3,1,3,1,2,2,3,2,3,1,2,16
305,2026/8/7 14:49:56,101秒,微信,,180.119.26.111(江苏-扬州),5,4,4,3,4,4,4,3,3,5,3,4,4,4,3,4,5,3,5,3,无,80.0,75.0,75.0,75.0,76.25,5,5,3,4,4,4,3,4,4,4,3,4,4,4,3,3,5,3,5,3,16
306,2026/8/7 14:50:15,103秒,链接,直接访问,111.174.221.69(湖北-孝感),2,2,1,1,3,2,3,1,2,2,1,3,3,1,2,3,2,2,1,2,无,30.0,45.0,40.0,45.0,40.0,2,2,1,3,3,1,2,3,2,1,1,3,2,3,1,2,2,2,1,2,16
307,2026/8/7 14:50:23,95秒,微信,,223.247.47.201(安徽-池州),4,5,5,3,4,5,5,3,5,5,5,4,4,4,4,5,5,3,3,5,无,85.0,85.0,95.0,85.0,87.5,4,5,5,4,4,4,4,5,5,5,3,4,5,5,3,5,5,3,3,5,16
308,2026/8/7 14:50:28,92秒,微信,,116.7.208.39(广东-珠海),3,5,3,4,5,4,3,4,5,3,4,4,4,5,4,4,5,4,5,4,无,75.0,80.0,80.0,85.0,79.75,3,3,4,4,4,5,4,4,5,3,4,5,4,3,4,5,5,4,5,4,16
309,2026/8/7 14:50:50,110秒,链接,直接访问,140.250.149.122(山东-济南),2,3,1,3,2,2,2,1,1,3,3,2,1,1,2,1,2,1,2,2,无,45.0,35.0,45.0,25.0,38.0,2,3,3,2,1,1,2,1,3,1,3,2,2,2,1,1,2,1,2,2,16
310,2026/8/7 14:51:19,102秒,链接,直接访问,42.84.84.0(辽宁-大连),3,3,2,1,1,2,3,1,1,2,2,2,2,1,2,2,3,1,1,2,无,45.0,35.0,35.0,35.0,37.5,3,2,2,2,2,1,2,2,3,2,1,1,2,3,1,1,3,1,1,2,16
311,2026/8/7 14:51:32,115秒,微信,,27.28.176.143(湖北-咸宁),3,5,5,4,4,4,5,4,3,5,3,4,5,5,4,3,4,4,4,5,无,85.0,85.0,75.0,85.0,82.5,3,5,3,4,5,5,4,3,5,5,4,4,4,5,4,3,4,4,4,5,16
312,2026/8/7 14:52:07,131秒,链接,直接访问,171.40.182.221(湖北-孝感),1,3,3,3,3,1,2,1,1,3,2,1,1,2,2,2,1,1,2,2,无,50.0,35.0,35.0,35.0,38.75,1,3,2,1,1,2,2,2,3,3,3,3,1,2,1,1,1,1,2,2,16
313,2026/8/7 14:52:23,105秒,微信,,114.224.138.176(江苏-无锡),4,5,4,5,5,4,5,5,5,5,4,5,4,4,5,5,4,5,4,5,无,90.0,95.0,95.0,90.0,92.75,4,5,4,5,4,4,5,5,5,4,5,5,4,5,5,5,4,5,4,5,16
314,2026/8/7 14:52:51,109秒,链接,直接访问,183.167.164.54(安徽-淮南),3,3,2,3,2,1,2,1,2,1,2,3,3,3,3,3,2,3,3,3,无,55.0,30.0,40.0,60.0,44.75,3,1,2,3,3,3,3,3,3,2,3,2,1,2,1,2,2,3,3,3,16
315,2026/8/7 14:53:18,69秒,链接,直接访问,171.40.181.99(湖北-孝感),3,1,3,3,3,1,1,2,1,3,3,2,2,3,2,3,2,2,1,2,无,50.0,35.0,45.0,50.0,44.25,3,3,3,2,2,3,2,3,1,3,3,3,1,1,2,1,2,2,1,2,16
316,2026/8/7 14:53:27,124秒,微信,,117.86.130.248(江苏-南通),3,5,5,5,5,5,5,5,5,3,3,5,4,4,5,4,4,3,4,5,无,90.0,100.0,80.0,85.0,89.5,3,3,3,5,4,4,5,4,5,5,5,5,5,5,5,5,4,3,4,5,16
317,2026/8/7 14:53:29,123秒,链接,直接访问,123.189.112.184(辽宁-鞍山),3,3,2,1,3,3,3,2,3,3,1,3,2,1,3,2,3,3,2,1,无,45.0,55.0,50.0,40.0,48.25,3,3,1,3,2,1,3,2,3,2,1,3,3,3,2,3,3,3,2,1,16
318,2026/8/7 14:53:41,82秒,微信,,117.60.107.230(江苏-扬州),3,5,3,4,5,4,4,4,5,5,4,5,4,4,5,3,5,3,5,5,无,75.0,85.0,95.0,80.0,84.0,3,5,4,5,4,4,5,3,5,3,4,5,4,4,4,5,5,3,5,5,16
319,2026/8/7 14:54:28,125秒,链接,直接访问,111.72.195.192(江西-鹰潭),2,3,1,1,3,1,2,2,2,3,1,1,1,3,1,2,1,2,2,1,无,35.0,40.0,35.0,35.0,36.5,2,3,1,1,1,3,1,2,3,1,1,3,1,2,2,2,1,2,2,1,16
320,2026/8/7 14:54:31,66秒,微信,,115.213.205.102(浙江-丽水),4,5,5,4,5,4,4,5,4,3,5,5,5,5,5,3,5,5,4,5,无,90.0,90.0,85.0,90.0,88.75,4,3,5,5,5,5,5,3,5,5,4,5,4,4,5,4,5,5,4,5,16
321,2026/8/7 14:55:13,101秒,链接,直接访问,59.60.209.219(福建-三明),2,1,1,2,3,2,3,1,1,1,1,3,3,2,3,1,2,2,2,1,无,30.0,45.0,30.0,45.0,37.5,2,1,1,3,3,2,3,1,1,1,2,3,2,3,1,1,2,2,2,1,16
322,2026/8/7 14:55:16,87秒,链接,直接访问,110.81.123.123(福建-泉州),3,2,1,3,2,1,1,2,1,1,2,3,3,1,2,2,3,1,3,1,无,45.0,30.0,35.0,40.0,37.0,3,1,2,3,3,1,2,2,2,1,3,2,1,1,2,1,3,1,3,1,16
323,2026/8/7 14:55:19,140秒,微信,,115.226.138.201(浙江-丽水),5,5,4,5,5,4,4,5,4,5,3,5,5,5,4,4,4,5,4,4,无,95.0,90.0,85.0,90.0,90.0,5,5,3,5,5,5,4,4,5,4,5,5,4,4,5,4,4,5,4,4,16
324,2026/8/7 14:55:59,88秒,微信,,182.34.102.66(山东-烟台),4,5,4,5,5,5,5,4,5,5,3,5,4,5,5,5,5,4,5,4,无,90.0,95.0,90.0,95.0,92.5,4,5,3,5,4,5,5,5,5,4,5,5,5,5,4,5,5,4,5,4,16
325,2026/8/7 14:56:43,154秒,微信,,123.180.169.4(河北-承德),4,5,4,4,5,4,5,5,4,5,3,5,4,5,4,3,5,4,5,5,无,85.0,95.0,85.0,80.0,87.0,4,5,3,5,4,5,4,3,5,4,4,5,4,5,5,4,5,4,5,5,16
326,2026/8/7 14:57:07,134秒,手机提交,直接访问,140.250.148.231(山东-济南),1,2,3,3,2,1,2,2,2,3,2,1,3,2,3,2,1,2,2,1,无,45.0,35.0,40.0,50.0,41.75,1,3,2,1,3,2,3,2,2,3,3,2,1,2,2,2,1,2,2,1,16
327,2026/8/7 14:57:15,110秒,手机提交,直接访问,114.231.108.203(江苏-南通),3,3,3,2,3,1,1,1,2,3,1,3,2,3,1,2,2,2,2,3,无,55.0,30.0,45.0,40.0,42.0,3,3,1,3,2,3,1,2,3,3,2,3,1,1,1,2,2,2,2,3,16
328,2026/8/7 14:57:56,83秒,手机提交,直接访问,59.56.213.249(福建-泉州),1,2,2,3,2,1,3,1,2,2,2,2,2,3,1,3,3,2,2,3,无,40.0,35.0,40.0,45.0,39.5,1,2,2,2,2,3,1,3,2,2,3,2,1,3,1,2,3,2,2,3,16
329,2026/8/7 14:59:14,35秒,微信,,39.146.85.157(安徽-安庆),2,3,3,2,1,2,1,3,4,2,1,1,4,3,1,3,3,1,3,1,(空),50.0,35.0,40.0,55.0,44.0,2,2,1,1,4,3,1,3,3,3,2,1,2,1,3,4,3,1,3,1,16
330,2026/8/7 14:59:43,160秒,微信,,223.247.47.83(安徽-池州),4,5,5,5,5,4,5,4,5,5,5,5,5,5,5,4,5,5,4,5,无,95.0,90.0,100.0,95.0,94.75,4,5,5,5,5,5,5,4,5,5,5,5,4,5,4,5,5,5,4,5,16
331,2026/8/7 14:59:58,109秒,手机提交,直接访问,183.144.172.167(浙江-绍兴),3,1,3,1,1,2,1,3,2,2,1,1,2,3,2,3,1,2,2,3,无,40.0,35.0,30.0,50.0,38.0,3,2,1,1,2,3,2,3,1,3,1,1,2,1,3,2,1,2,2,3,16
332,2026/8/7 15:00:21,103秒,手机提交,直接访问,180.114.98.71(江苏-无锡),2,1,1,3,1,3,2,2,1,1,2,2,1,2,3,2,1,1,2,2,无,35.0,40.0,30.0,40.0,36.25,2,1,2,2,1,2,3,2,1,1,3,1,3,2,2,1,1,1,2,2,16
333,2026/8/7 15:00:29,86秒,微信,,183.166.42.68(安徽-淮南),5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,5,5,5,5,无,100.0,95.0,95.0,95.0,96.25,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,16
334,2026/8/7 15:00:42,101秒,手机提交,直接访问,111.178.126.1(湖北-孝感),1,2,1,1,1,3,1,3,2,1,3,3,2,3,2,1,1,3,3,2,无,25.0,40.0,45.0,40.0,37.5,1,1,3,3,2,3,2,1,2,1,1,1,3,1,3,2,1,3,3,2,16
335,2026/8/7 15:01:07,87秒,手机提交,直接访问,27.28.166.62(湖北-咸宁),1,2,3,1,3,3,2,3,1,1,2,1,1,2,1,1,2,3,3,2,无,35.0,55.0,25.0,25.0,36.5,1,1,2,1,1,2,1,1,2,3,1,3,3,2,3,1,2,3,3,2,16
336,2026/8/7 15:01:08,81秒,微信,,111.226.102.216(河北-邯郸),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,无,100.0,100.0,100.0,100.0,100.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16
337,2026/8/7 15:01:43,93秒,手机提交,直接访问,117.92.152.29(江苏-连云港),1,3,3,2,2,1,3,3,2,3,1,3,3,2,3,1,3,1,1,1,无,45.0,45.0,45.0,45.0,45.0,1,3,1,3,3,2,3,1,3,3,2,2,1,3,3,2,3,1,1,1,16
338,2026/8/7 15:02:18,90秒,微信,,106.110.146.125(江苏-淮安),4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,无,95.0,100.0,100.0,100.0,98.75,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16
339,2026/8/7 15:03:22,111秒,微信,,222.190.196.70(江苏-泰州),4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,无,95.0,100.0,100.0,95.0,97.75,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,16
340,2026/8/7 15:03:32,94秒,手机提交,直接访问,117.95.212.99(江苏-宿迁),2,2,2,3,1,1,3,2,3,3,1,3,3,1,3,2,2,1,1,3,无,45.0,35.0,50.0,45.0,43.25,2,3,1,3,3,1,3,2,2,2,3,1,1,3,2,3,2,1,1,3,16
341,2026/8/7 15:03:48,68秒,微信,,122.237.80.211(浙江-绍兴),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,无,100.0,100.0,100.0,100.0,100.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16
342,2026/8/7 15:03:50,120秒,微信,,119.112.90.129(辽宁-大连),5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,无,100.0,95.0,100.0,95.0,97.5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,16
343,2026/8/7 15:04:18,99秒,手机提交,直接访问,111.72.196.229(江西-鹰潭),3,3,1,1,3,2,3,3,3,3,3,2,2,2,1,2,3,1,3,1,无,40.0,55.0,55.0,35.0,47.25,3,3,3,2,2,2,1,2,3,1,1,3,2,3,3,3,3,1,3,1,16
344,2026/8/7 15:04:48,97秒,微信,,180.114.24.229(江苏-无锡),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,无,100.0,100.0,100.0,100.0,100.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16
345,2026/8/7 15:05:18,70秒,微信,,183.167.164.187(安徽-淮南),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,无,100.0,100.0,100.0,95.0,99.0,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,16
346,2026/8/7 15:06:08,89秒,手机提交,直接访问,220.178.218.87(安徽-淮南),2,2,2,2,2,3,1,3,2,2,1,2,2,1,1,1,2,3,3,3,无,40.0,45.0,35.0,25.0,37.25,2,2,1,2,2,1,1,1,2,2,2,2,3,1,3,2,2,3,3,3,16
