review_text,image_path,audio_path,tech_empowerment,visitor_experience,cultural_value,economic_social_gain,q1,q10,q11,q12,q13,q14,q15,q16,q2,q3,q4,q5,q6,q7,q8,q9,q17,q18,q19,q20,提交答卷时间,所用时间,来源,来源详情,17. 这项服务让不同年龄、语言或身体条件的人更容易参与文旅活动。,19. 如果下次再次到访，我愿意继续使用这项服务，并愿意向亲友推荐它。,21. 如果您觉得这次AI文旅体验不舒适，请具体说明:不舒适发生在什么场景或哪项功能中?主要原因是什么?您出现了哪些身体或心理感受（如眩晕、眼疲劳、头痛、紧张、信息过载、被打扰、缺少真实感、隐私担忧等）?您希望如何改进?【开放题】,valid_items,target_score
无,,,30.0,30.0,25.0,25.0,2,2,1,1,2,1,1,1,1,2,1,1,1,1,3,1,2,3,3,1,2026/8/7 15:52:21,99秒,微信,,2,3,无,16,27.75
无,,,35.0,40.0,35.0,40.0,1,2,2,1,3,3,1,1,2,2,2,2,2,1,3,2,1,2,3,2,2026/8/7 15:52:46,87秒,微信,,1,3,无,16,37.5
无,,,30.0,45.0,45.0,45.0,2,2,2,2,2,3,3,1,2,1,1,2,2,2,3,3,2,3,1,1,2026/8/7 15:53:25,104秒,微信,,2,1,无,16,41.25
无,,,30.0,45.0,25.0,45.0,2,1,1,1,1,3,3,2,1,2,1,2,2,2,3,2,2,3,2,2,2026/8/7 15:53:37,82秒,微信,,2,2,无,16,36.25
无,,,25.0,20.0,20.0,45.0,2,1,1,1,2,3,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2026/8/7 15:54:20,84秒,微信,,2,1,无,16,26.25
无,,,35.0,30.0,45.0,30.0,1,2,2,2,1,2,2,1,1,3,2,1,1,2,2,3,1,3,1,1,2026/8/7 15:55:47,116秒,微信,,1,1,无,16,35.0
无,,,25.0,35.0,30.0,30.0,1,1,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,3,1,2,2026/8/7 15:56:20,88秒,微信,,2,1,无,16,30.25
无,,,40.0,30.0,30.0,40.0,2,2,2,1,3,1,2,2,2,3,1,2,1,1,2,1,2,2,1,1,2026/8/7 15:56:52,83秒,微信,,2,1,无,16,34.5
无,,,25.0,25.0,25.0,40.0,1,1,1,1,3,2,1,2,1,1,2,1,2,1,1,2,1,2,1,2,2026/8/7 15:57:44,94秒,微信,,1,1,无,16,28.0
无,,,25.0,30.0,30.0,30.0,2,2,1,2,3,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2026/8/7 15:59:03,111秒,微信,,1,2,无,16,28.75
无,,,30.0,45.0,35.0,25.0,2,2,2,2,1,2,1,1,1,1,2,2,2,2,3,1,1,2,1,1,2026/8/7 16:00:28,84秒,微信,,1,1,无,16,34.75
无,,,40.0,30.0,35.0,20.0,2,2,2,2,1,1,1,1,2,2,2,1,1,1,3,1,1,3,1,2,2026/8/7 16:01:21,87秒,微信,,1,1,无,16,31.75
无,,,35.0,20.0,30.0,30.0,1,1,2,1,3,1,1,1,2,3,1,1,1,1,1,2,2,1,1,1,2026/8/7 16:02:54,121秒,微信,,2,1,无,16,28.25
无,,,35.0,35.0,25.0,40.0,2,2,1,1,2,2,2,2,2,2,1,1,2,1,3,1,2,3,1,1,2026/8/7 16:04:29,119秒,微信,,2,1,无,16,33.5
无,,,35.0,30.0,25.0,35.0,2,1,2,1,3,1,2,1,2,2,1,1,1,1,3,1,2,3,2,1,2026/8/7 16:04:34,148秒,微信,,2,2,无,16,31.0
无,,,30.0,35.0,30.0,35.0,1,2,2,1,2,2,1,2,1,3,1,2,2,1,2,1,2,1,2,1,2026/8/7 16:05:05,130秒,微信,,2,2,无,16,32.5
无,,,35.0,30.0,25.0,30.0,1,1,2,1,1,2,2,1,2,3,1,2,2,1,1,1,2,2,1,1,2026/8/7 16:05:07,106秒,微信,,2,1,无,16,30.0
(空),,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 16:05:24,48秒,微信,,1,1,(空),16,20.0
无,,,40.0,45.0,40.0,25.0,2,2,2,2,1,2,1,1,2,3,1,2,2,2,3,2,1,1,1,1,2026/8/7 16:06:00,125秒,微信,,1,1,无,16,38.5
无,,,40.0,35.0,25.0,35.0,1,1,2,1,2,1,2,2,2,3,2,1,2,2,2,1,2,3,1,2,2026/8/7 16:06:16,98秒,微信,,2,1,无,16,33.75
无,,,35.0,40.0,45.0,40.0,1,3,1,2,2,2,3,1,2,1,3,1,3,2,2,3,2,3,2,1,2026/8/7 16:06:51,167秒,手机提交,直接访问,2,2,无,16,40.0
无,,,30.0,30.0,35.0,35.0,1,1,2,2,3,1,2,1,1,2,2,1,2,1,2,2,1,2,1,1,2026/8/7 16:07:04,90秒,微信,,1,1,无,16,32.25
无,,,40.0,30.0,35.0,30.0,2,2,2,1,2,1,2,1,2,3,1,1,1,2,2,2,1,3,1,1,2026/8/7 16:07:24,135秒,微信,,1,1,无,16,33.75
无,,,25.0,30.0,30.0,40.0,1,1,2,1,2,2,2,2,1,2,1,1,1,2,2,2,1,1,2,2,2026/8/7 16:08:06,112秒,微信,,1,2,无,16,30.75
无,,,25.0,30.0,30.0,40.0,2,1,2,2,2,2,2,2,1,1,1,2,1,1,2,1,1,2,2,1,2026/8/7 16:08:21,94秒,微信,,1,2,无,16,30.75
无,,,35.0,30.0,30.0,40.0,2,1,2,1,3,2,2,1,1,2,2,1,2,1,2,2,1,3,2,1,2026/8/7 16:08:59,87秒,微信,,1,2,无,16,33.25
无,,,25.0,30.0,25.0,25.0,1,2,1,1,1,1,1,2,1,1,2,1,1,1,3,1,2,2,1,1,2026/8/7 16:09:55,107秒,微信,,2,1,无,16,26.5
无,,,25.0,25.0,25.0,40.0,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,2,2,1,2026/8/7 16:10:14,80秒,微信,,2,2,无,16,28.0
无,,,35.0,25.0,35.0,45.0,2,1,2,2,3,2,2,2,1,3,1,2,1,1,1,2,2,1,2,1,2026/8/7 16:10:43,134秒,微信,,2,2,无,16,34.0
无,,,25.0,40.0,35.0,25.0,1,2,2,2,1,1,2,1,1,2,1,2,2,1,3,1,1,2,1,1,2026/8/7 16:11:50,100秒,微信,,1,1,无,16,32.0
无,,,35.0,35.0,30.0,35.0,1,1,2,2,2,1,2,2,2,2,2,1,1,2,3,1,1,2,2,1,2026/8/7 16:12:37,107秒,微信,,1,2,无,16,33.75
无,,,30.0,35.0,25.0,40.0,1,1,2,1,2,2,2,2,1,2,2,2,1,2,2,1,1,1,2,1,2026/8/7 16:13:08,119秒,微信,,1,2,无,16,32.25
无,,,35.0,35.0,20.0,25.0,1,1,1,1,1,1,2,1,2,3,1,1,2,2,2,1,2,2,2,1,2026/8/7 16:13:23,101秒,微信,,2,2,无,16,29.25
无,,,25.0,30.0,30.0,25.0,1,1,2,2,1,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,2026/8/7 16:13:40,95秒,微信,,2,1,无,16,27.75
无,,,35.0,40.0,40.0,25.0,1,2,2,2,1,2,1,1,2,2,2,2,2,1,3,2,1,2,2,1,2026/8/7 16:14:35,94秒,微信,,1,2,无,16,35.75
无,,,45.0,40.0,25.0,20.0,2,1,2,1,1,1,1,1,2,3,2,2,1,2,3,1,1,2,2,2,2026/8/7 16:16:03,142秒,微信,,1,2,无,16,33.5
无,,,35.0,30.0,30.0,35.0,2,1,2,1,2,2,1,2,2,2,1,1,1,1,3,2,1,2,1,1,2026/8/7 16:17:42,122秒,微信,,1,1,无,16,32.25
无,,,25.0,40.0,30.0,30.0,1,1,2,1,2,1,1,2,1,1,2,2,1,2,3,2,1,1,1,1,2026/8/7 16:18:32,109秒,微信,,1,1,无,16,31.75
无,,,20.0,25.0,20.0,25.0,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2026/8/7 16:20:17,124秒,微信,,1,1,无,16,22.5
无,,,30.0,20.0,35.0,20.0,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2026/8/7 16:20:43,93秒,微信,,2,2,无,16,26.25
无,,,40.0,35.0,30.0,35.0,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2026/8/7 16:20:45,114秒,微信,,2,1,无,16,35.0
无,,,30.0,35.0,20.0,25.0,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,1,2,1,1,2,2026/8/7 16:22:33,118秒,微信,,2,1,无,16,28.0
无,,,35.0,40.0,20.0,25.0,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,1,1,1,2026/8/7 16:22:43,101秒,微信,,2,1,无,16,30.75
无,,,30.0,35.0,30.0,30.0,2,1,2,1,2,1,1,2,2,1,1,1,2,2,2,2,1,1,1,1,2026/8/7 16:22:58,76秒,微信,,1,1,无,16,31.5
无,,,35.0,30.0,30.0,25.0,1,2,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1,2026/8/7 16:24:24,125秒,微信,,1,2,无,16,30.25
无,,,30.0,20.0,40.0,35.0,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,1,1,2,2026/8/7 16:25:00,133秒,微信,,2,1,无,16,30.5
无,,,35.0,25.0,30.0,25.0,2,1,2,1,1,1,1,2,2,1,2,1,1,2,1,2,1,2,1,1,2026/8/7 16:26:26,110秒,微信,,1,1,无,16,28.75
无,,,30.0,30.0,30.0,25.0,1,2,1,2,2,1,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2026/8/7 16:27:17,82秒,微信,,2,2,无,16,29.0
无,,,30.0,30.0,20.0,30.0,1,1,1,1,2,2,1,1,2,1,2,2,2,1,1,1,2,2,1,1,2026/8/7 16:27:33,81秒,微信,,2,1,无,16,27.5
无,,,25.0,30.0,30.0,25.0,1,2,1,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,2,2,2026/8/7 16:28:28,70秒,微信,,1,2,无,16,27.75
无,,,30.0,35.0,30.0,25.0,1,1,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,2,1,2,2026/8/7 16:29:46,109秒,微信,,1,1,无,16,30.5
无,,,20.0,25.0,30.0,25.0,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2026/8/7 16:29:57,80秒,微信,,1,1,无,16,25.0
无,,,35.0,30.0,35.0,30.0,1,2,2,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,2026/8/7 16:30:36,94秒,微信,,2,2,无,16,32.5
无,,,25.0,25.0,35.0,30.0,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,2026/8/7 16:31:24,124秒,微信,,1,1,无,16,28.5
无,,,20.0,30.0,25.0,20.0,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2026/8/7 16:31:25,96秒,微信,,1,1,无,16,24.25
无,,,35.0,30.0,25.0,30.0,2,1,2,1,2,2,1,1,2,1,2,1,2,2,1,1,1,2,1,1,2026/8/7 16:32:42,99秒,微信,,1,1,无,16,30.0
无,,,25.0,30.0,25.0,20.0,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2026/8/7 16:32:46,138秒,微信,,2,2,无,16,25.5
无,,,30.0,30.0,35.0,30.0,2,2,2,2,2,2,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2026/8/7 16:33:26,89秒,微信,,1,2,无,16,31.25
无,,,35.0,25.0,30.0,30.0,1,2,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,2026/8/7 16:33:56,100秒,微信,,2,1,无,16,29.75
无,,,35.0,35.0,20.0,30.0,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2026/8/7 16:34:18,80秒,微信,,2,2,无,16,30.25
无,,,25.0,25.0,30.0,35.0,1,1,2,2,2,2,1,2,1,1,2,1,1,1,2,1,1,2,1,1,2026/8/7 16:34:55,96秒,微信,,1,1,无,16,28.25
无,,,35.0,35.0,20.0,25.0,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,2,1,2026/8/7 16:35:16,79秒,微信,,2,2,无,16,29.25
无,,,30.0,25.0,25.0,35.0,1,1,2,1,2,2,1,2,2,1,2,1,2,1,1,1,2,2,1,1,2026/8/7 16:35:49,85秒,微信,,2,1,无,16,28.25
无,,,20.0,30.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2026/8/7 16:36:40,109秒,微信,,1,1,无,16,23.0
无,,,40.0,20.0,25.0,20.0,2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,2026/8/7 16:37:40,128秒,微信,,1,1,无,16,26.25
无,,,30.0,25.0,25.0,25.0,1,1,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,2026/8/7 16:38:18,102秒,微信,,1,1,无,16,26.25
无,,,30.0,25.0,20.0,25.0,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,2026/8/7 16:38:23,134秒,微信,,2,1,无,16,25.0
无,,,30.0,25.0,25.0,20.0,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2026/8/7 16:39:16,98秒,微信,,1,1,无,16,25.25
无,,,35.0,25.0,25.0,20.0,2,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2026/8/7 16:40:43,88秒,微信,,1,1,无,16,26.5
无,,,25.0,35.0,20.0,20.0,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2026/8/7 16:42:14,81秒,微信,,1,1,无,16,25.75
无,,,30.0,25.0,25.0,25.0,1,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,2,2,1,1,2026/8/7 16:42:21,123秒,微信,,2,1,无,16,26.25
无,,,30.0,25.0,20.0,20.0,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2026/8/7 16:43:17,98秒,微信,,2,1,无,16,24.0
无,,,35.0,30.0,20.0,30.0,2,1,1,1,2,1,1,2,2,2,1,1,2,1,2,1,1,1,1,1,2026/8/7 16:43:53,97秒,微信,,1,1,无,16,28.75
无,,,20.0,30.0,20.0,25.0,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2026/8/7 16:44:27,90秒,微信,,1,1,无,16,24.0
无,,,35.0,35.0,25.0,20.0,2,1,1,2,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,2026/8/7 16:45:40,107秒,微信,,1,1,无,16,29.5
无,,,30.0,25.0,30.0,25.0,2,1,2,2,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,2026/8/7 16:46:00,71秒,微信,,2,1,无,16,27.5
无,,,30.0,20.0,25.0,25.0,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2026/8/7 16:47:41,131秒,微信,,2,1,无,16,24.75
无,,,30.0,30.0,20.0,20.0,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,2026/8/7 16:48:06,115秒,微信,,2,1,无,16,25.5
无,,,30.0,20.0,30.0,25.0,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2026/8/7 16:48:58,111秒,微信,,2,1,无,16,26.0
无,,,30.0,25.0,20.0,20.0,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2026/8/7 16:49:53,115秒,微信,,2,1,无,16,24.0
无,,,30.0,25.0,25.0,30.0,2,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,2026/8/7 16:50:30,90秒,微信,,2,1,无,16,27.25
无,,,30.0,20.0,30.0,25.0,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 16:51:47,123秒,微信,,1,1,无,16,26.0
无,,,25.0,30.0,25.0,25.0,2,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2026/8/7 16:52:13,89秒,微信,,1,1,无,16,26.5
无,,,25.0,25.0,20.0,25.0,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2026/8/7 16:53:33,84秒,微信,,1,1,无,16,23.75
无,,,30.0,20.0,25.0,20.0,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2026/8/7 16:55:08,103秒,微信,,2,1,无,16,23.75
无,,,25.0,20.0,30.0,25.0,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2026/8/7 16:55:16,90秒,微信,,2,1,无,16,24.75
无,,,30.0,25.0,20.0,20.0,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2026/8/7 16:58:12,99秒,微信,,2,1,无,16,24.0
无,,,25.0,25.0,20.0,25.0,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2026/8/7 16:58:51,101秒,微信,,1,1,无,16,23.75
无,,,25.0,20.0,20.0,20.0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:00:11,103秒,微信,,1,1,无,16,21.25
无,,,20.0,20.0,20.0,25.0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:00:32,105秒,微信,,1,1,无,16,21.0
无,,,20.0,20.0,20.0,25.0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:00:47,87秒,微信,,1,1,无,16,21.0
无,,,25.0,20.0,20.0,25.0,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:02:16,102秒,微信,,1,1,无,16,22.25
无,,,25.0,25.0,20.0,25.0,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2026/8/7 17:03:04,125秒,微信,,1,1,无,16,23.75
无,,,25.0,25.0,20.0,25.0,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2026/8/7 17:03:11,79秒,微信,,1,1,无,16,23.75
无,,,25.0,25.0,20.0,25.0,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2026/8/7 17:03:49,112秒,微信,,1,1,无,16,23.75
无,,,25.0,25.0,30.0,30.0,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2026/8/7 17:04:01,88秒,微信,,2,1,无,16,27.25
无,,,25.0,20.0,20.0,25.0,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:04:41,124秒,微信,,1,1,无,16,22.25
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:05:30,98秒,微信,,1,1,无,16,20.0
好,,,30.0,35.0,35.0,35.0,1,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2026/8/7 17:06:32,37秒,微信,,2,2,好,16,33.75
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:07:02,85秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,25.0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:07:28,135秒,微信,,1,1,无,16,21.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:08:20,102秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:09:35,81秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:10:05,77秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:12:57,135秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:15:18,99秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:15:44,70秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:16:54,78秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:16:54,108秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:17:48,102秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:19:09,95秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:19:22,117秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:19:52,107秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:20:39,124秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:20:50,92秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:22:38,125秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:22:38,98秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:22:39,80秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:24:03,111秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:25:35,109秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:25:55,99秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:26:34,107秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:26:57,77秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:27:41,133秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:27:43,99秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:28:33,95秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:29:12,156秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:29:56,125秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:30:08,104秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:30:51,129秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:31:08,67秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:32:43,108秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:32:58,105秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:34:21,86秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:34:23,115秒,微信,,1,1,无,16,20.0
无,,,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2026/8/7 17:35:06,114秒,微信,,1,1,无,16,20.0
